Nome,CNPJ,Razao,REDE,Cluster,Estado,Cidade,Bairro,Endereco,Numero,Complemento,Pontos
Multisom - Shopping Iguatemi POA - LOJA,4112118011954,Shopping Iguatemi POA,NEOR-015,A,RS,Porto Alegre,Passo Dareia ,"Av Joao Wallig, 1800 - Loja 126 Cep: 91340-001 - Passo Dareia - Porto Alegre (Rs)",,,
Multisom - Shopping Pelotas - LOJA,4112118014465,Shopping Pelotas,NEOR-015,C,RS,Pelotas,Areal ,"Av. Ferreira Viana, 1526 - Lj 28, Areal - 96085-000 - Pelotas",,,
Multisom - Shopping Praia de Belas - LOJA,4112118012845,Shopping Praia de Belas,NEOR-015,B,RS,Porto Alegre,Menino Deus,"Av Praia De Belas, 1181 Loja 3060 CEP 90110-001 Praia de Belas",,,
Multisom - Shopping Total - KIOSQUE,4112118014899,Shopping Total,NEOR-015,C,RS,Porto Alegre,Floresta ,Av Cristovão Colombo 35 - Quiosque 38 - Bairro  Floresta - Cep 90560-003,,,
Primetek - Flamboyant Shopping Center - LOJA,7851862000410,Flamboyant Shopping Center,NEOR-016,B,GO,Goiânia,Jardim Goias ,"Av. Deputado Jamel Cecílio, N° 3300 – Qd.B-34 Lt.2E – Loja S-258 – Jardim Goiás – Cep 74810-907 – Goiânia – Go.",,,
Primetek - Portal Shopping - LOJA,7851862001653,Portal Shopping,NEOR-016,C,GO,Goiânia,Capuava ,"Av Anhanguera Número 
14.404 
Complemento 
Quadra Area Lote 39 A/E Luc 290 Cep 
74450-010  Bairro/Distrito 
Capuava ",,,
Primetek - Shopping Buriti - LOJA,7851862001300,Shopping Buriti,NEOR-016,C,GO,Aparecida de Goiânia,Vila Sao Tomaz ,"Av. Rio Verde, Sem Número - Qd. 102, Piso Térrio - Loja 177 - Cep 74916-260 - Goiânia - Go.",,,
Primetek - Shopping Buriti Rio Verde - LOJA,7851862001815,Shopping Buriti Rio Verde,NEOR-016,C,GO,Rio Verde ,Residencial Jardim Campestre,"R O, 1044 Quadra015 Lote 01 Luc'S: 007/008 Cep 75.907-681 Bairro  Residencial Jardim Campestre Rio Verde Go",,,
Primetek - Shopping Passeio das Aguas - LOJA,7851862001572,Shopping Passeio das Aguas,NEOR-016,C,GO,Goiânia,Fazenda Caveiras ,"Av Perimetral Norte, 8303, Loja 113/114 Andar Terreo Piso 1 Cep: 74445-360 - Fazenda Caveiras - Goiania (Go)",,,
Primetek - Shopping Sul - LOJA,7851862001734,Shopping Sul,NEOR-016,C,GO,Val Paraiso,Parque Esplanada Iii,"Br 040 Km 12, Gleba F, S/N , Qd 01, Lt 01",,,
Prosperus Comercio E Serviços - Barra Shopping - LOJA,17655759001004,Barra Shopping,NEOR-017,A,RJ,Rio de Janeiro,Barra Da Tijuca,"Av das Américas 4666 loja 108/114 H, Barra da Tijuca Rio de Janeiro- RJ CEP: 22640-902",,,
Prosperus Comercio E Serviços - Boulevard Shopping Feira de Santana - KIOSQUE,17655759000962,Boulevard Shopping Feira de Santana,NEOR-017,C,BA,Feira de Santana,Caseb,"Av. João Durval Carneiro, 3655 - Caseb, Feira de Santana - BA, 44052-064",,,
Prosperus Comercio E Serviços - Shopping Itaguari - KIOSQUE,17655759001187,Shopping Itaguari,NEOR-017,C,BA,Santo Antônio de Jesus,Centro,"Av. Governador Roberto Santos, 96 - lj. 117",,,
Prosperus Comercio E Serviços - Shopping Mestre Alvaro - KIOSQUE,17655759000539,Shopping Mestre Alvaro,NEOR-017,C,ES,Serra,Eurico Salles ,"Av Joao Palacio S/N, 300 - Loja: Q106A; Cep: 29160-925 -Eurico Salles - Serra - Es",,,
Prosperus Comercio E Serviços - Shopping Moxuara - LOJA,17655759000881,Shopping Moxuara,NEOR-017,C,ES,Cariacica,São Francisco,"Rod Br-262 6555, 6555 Km: 5; Loja: 306 A/B; : Piso L-3; : Shopping Moxara; ",,,
Prosperus Comercio E Serviços - Shopping Praia da Costa - KIOSQUE,17655759000458,Shopping Praia da Costa,NEOR-017,C,ES,Vila Velha,Praia Da Costa ,Av Doutor Olivio Lira 353 Loja: Q107A; Cep: 29101-260 - Praia Da Costa - Vila Velha -  Es,,,
Prosperus Comercio E Serviços - Shopping Rio Sul - KIOSQUE,17655759000296,Shopping Rio Sul,NEOR-017,C,RJ,Rio de Janeiro,Botafogo ,"Rua Lauro Sodré, 445 - LOJA 101 QAQ17 - Botafogo Rj Cep 22290-070",,,
Prosperus Comercio E Serviços - Shopping Rio Sul - LOJA,17655759000377,Shopping Avenida Center,NEOR-010,B,RJ,Rio de Janeiro,Botafogo ,"Rua Lauro Sodré, 445 - LOJA: 301 PARTE C-34 3AND - Botafogo Rj Cep 22290-070",,,
Prosperus Comercio E Serviços - Shopping Vila Velha - KIOSQUE,17655759000709,Shopping Vila Velha,NEOR-017,C,ES,Vila Velha,Divino Espirito Santo,R. Luciano das Neves 2418 - Quiosque 1009 Piso 01,,,
Prosperus Comercio E Serviços - Shopping Vitoria - LOJA,17655759000105,Shopping Vitoria,NEOR-017,A,ES,Vitória,Enseada Do Sua ,"Av. Américo Buaiz, 200 Loja 604 - Enseada Do Suá Vitória - Espírito Santo Cep: 29050-902    ",,,
Prosperus Comercio E Serviços - Shopping Vitoria Kiosk - KIOSQUE,17655759000610,Shopping Vitoria Kiosk,NEOR-017,C,ES,Vitória,Enseada Do Sua ,Av Americo Buaiz 200 Loja: S103 Enseada Do Sua ; Municipio De Vitoria ,,,
Rake & Rai Telecomunicacoes Ltda - Shopping Boulevard Tatuape - KIOSQUE,1452789002047,Shopping Boulevard Tatuape,NEOR-018,C,SP,São Paulo,Tatuapé,"R GONCALVES CRESPO, 78 - Tatuapé, São Paulo - SP (03.066-030) - QUIOSQ: 29; PAVMTO: 1",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Central Plaza - KIOSQUE,1452789002209,Shopping Central Plaza,NEOR-018,C,SP,São Paulo,Vila Prudente,"Av Dr Francisco de Mesquita, 1000",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Iguatemi Caxias do Sul - LOJA,1452789001903,Shopping Iguatemi Caxias do Sul,NEOR-018,A,RS,Caxias do Sul,Desvio Rizzo ,"Rod Rsc 453 Km 3,5, 2780 - Loja 162 Cep: 95110-130 - Desvio Rizzo - Caxias Do Sul (Rs)",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Metro Tatuape - KIOSQUE,1452789002390,Shopping Metro Tatuape,NEOR-018,C,SP,São Paulo,Tatuapé,"Avenida Radial Leste, s/n Quiosque : s/n Piso : S",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Metro Tatuape - LOJA,1452789001318,Shopping Metro Tatuape,NEOR-018,B,SP,São Paulo,Tatuapé,"Avenida Radial Leste, s/n Loja: 129 Piso Tatuape",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Metro Tucuruvi - LOJA,1452789001741,Shopping Metro Tucuruvi,NEOR-018,B,SP,São Paulo,Parada Inglesa ,"Av Doutor Antonio Maria Laet, 566 - Loja 11.1 Primeiro Piso Terreo Cep: 02240-000 - Parada Inglesa - São Paulo (Sp)",,,
Rake & Rai Telecomunicacoes Ltda - Shopping Praça da Moça - KIOSQUE,1452789000427,Shopping Praça da Moça,NEOR-018,C,SP,Diadema,Centro,"Rua Manoel Da Nobrega, 712 - Q13 Piso Paineiras",,,
Rake & Rai Telecomunicacoes Ltda - Shopping San Pelegrino - KIOSQUE,1452789002128,Shopping San Pelegrino,NEOR-018,C,RS,Caxias do Sul,São Pelegrino,"Av. Rio Branco, 452, QN03 – Bairro São Pelegrino – Caxias do Sul – RS CEP: 98450-000",,,
Rastrecall  Representações Comerciais  - Américas Shopping - KIOSQUE,5053441007854,Américas Shopping,NEOR-019,C,RJ,Rio de Janeiro,Recreio dos Bandeirantes,"Av das Américas, n15.500, Recreio dos Bandeirantes, Rio de Janeiro/RJ (Kiosk 2A – L1) CEP:22790-702",,,
Rastrecall  Representações Comerciais  - Américas Shopping - KIOSQUE,5053441007188,Américas Shopping,NEOR-019,C,RJ,Rio de Janeiro,Recreio dos Bandeirantes,"Av das Américas, n15.500, Recreio dos Bandeirantes, Rio de Janeiro/RJ (Kiosk 2A – L1) CEP:22790-702",,,
Rastrecall  Representações Comerciais  - Boulevard Rio - KIOSQUE,5053441006297,Boulevard Rio,NEOR-019,C,RJ,Rio de Janeiro, Vila Isabel,"RUA BARÃO DE SÃO FRANCISCO, 236 QUIOSQUE 103 – VILA ISABEL – CEP 20560-030",,,
Rastrecall  Representações Comerciais  - Carioca Shopping - KIOSQUE,5053441003271,Carioca Shopping,NEOR-019,C,RJ,Rio de Janeiro,Vicente De Carvalho ,"Avenida Vicente De Carvalho, 909,quiosque 105 piso 1 - VICENTE DE CARVALHO,  Rio De Janeiro - Rj, ",,,
Rastrecall  Representações Comerciais  - Center Shopping - KIOSQUE,5053441006106,Center Shopping,NEOR-019,C,RJ,Rio de Janeiro,TANQUE,"Rua Geremario Dantas, 404 - Rio de Janeiro / RJ - QUIOSQ: Q11 PISO L1",,,
Rastrecall  Representações Comerciais  - Ilha Plaza - KIOSQUE,5053441002623,Ilha Plaza,NEOR-019,C,RJ,Rio de Janeiro,Ilha do Governador,"AV. MAESTRO PAULO E SILVA, 400 (Q SIPE 213B - 2 PISO) CEP: 21920440",,,
Rastrecall  Representações Comerciais  - Itaguai Shopping - KIOSQUE,5053441005053,Itaguai Shopping,NEOR-019,C,RJ,Itaguai,Centro,"Rua Doutor Curvelo Cavalcanti, 189 Ilha 003 1 Piso - CEP. 23815-291 - Centro - Itaguai - RJ",,,
Rastrecall  Representações Comerciais  - Madureira Shopping - KIOSQUE,5053441004596,Madureira Shopping,NEOR-019,C,RJ,Rio de Janeiro,Madureira,"Estrada do Portela, 222 Quiosque L1 Q06E - CEP. 21351-051 - Madureira - RJ",,,
Rastrecall  Representações Comerciais  - Nilópolis Shopping - KIOSQUE,5053441006025,Nilópolis Shopping,NEOR-019,C,RJ,Nilópolis,Centro,"Rua Professor Alfredo Gonçalves Fugueira, 100 Q. 07 - CEP: 26525-060 - Nilopolis - RJ",,,
Rastrecall  Representações Comerciais  - Parque Shopping Barueri - KIOSQUE,5053441008400,Parque Shopping Barueri,NEOR-019,C,SP,Barueri,Nova Aldeinha,"Rua General de Divisão Pedro Rodrigues da Silva, 400 -KSK Q101 - Nova Aldeinha - Barueri - SP",,,
Rastrecall  Representações Comerciais  - Passeio Shopping - LOJA,5053441004839,Passeio Shopping,NEOR-019,C,RJ,Rio de Janeiro,Campo Grande,"Rua Viuva Dantas, 100 lojas 101 e 103 - CEP. 23052-090 - Campo Grande RJ",,,
Rastrecall  Representações Comerciais  - Shopping Bangu - KIOSQUE,5053441003603,Shopping Bangu,NEOR-019,C,RJ,Rio de Janeiro,Bangu ,"R Fonseca, 240, Quiosq Q04-A - Cep: 21820-005 Bangu - Rio De Janeiro (Rj)",,,
Rastrecall  Representações Comerciais  - Shopping Bangu - LOJA,5053441004243,Shopping Bangu,NEOR-019,B,RJ,Rio de Janeiro,Bangu ,"R Fonseca, 240 Loja N 124/124-A - Bangu Rio De Janeiro",,,
Rastrecall  Representações Comerciais  - Shopping Jardim Guadalupe - KIOSQUE,5053441002976,Shopping Jardim Guadalupe,NEOR-019,C,RJ,Rio de Janeiro,Guadalupe,AV. BRASIL N.22155 QUIOSQUE 1* PISO - JARDIM GUADALUPE - CEP. 21.670-000 - RJ,,,
Rastrecall  Representações Comerciais  - Shopping Nova Iguaçu - KIOSQUE,5053441001902,Shopping Nova Iguaçu,NEOR-019,C,RJ,Nova Iguaçu,Bairro da Luz ,"Av Abílio Augusto Távora, nº  1.111 - (Quiosque QP23) - Bairro da Luz - Nova Iguaçu – Rio de Janeiro",,,
Rastrecall  Representações Comerciais  - Shopping Park Lagos - KIOSQUE,5053441008079,Shopping Park Lagos,NEOR-019,C,RJ,Cabo Frio,Centro,"Av. Heriquente Terra, 1700 - Q25 - Parque Burle - Cabo Frio - CEP: 28.911-320",,,
Rastrecall  Representações Comerciais  - Shopping Pátio Alcântara - KIOSQUE,5053441006378,Shopping Pátio Alcântara,NEOR-019,C,RJ,São Gonçalo,Alcântara,"Praça Carlos Gianelli, S/N L2-Q25 - CEP 24710-465 - São Gonçalo - Alcantara",,,
Rastrecall  Representações Comerciais  - Shopping Sulacap - KIOSQUE,5053441005800,Shopping Sulacap,NEOR-019,C,RJ,Rio de Janeiro,Realengo,"Avenida Marechal Fontenelle, 3545 Quiosque MKT 22 - CEP 21750-001 - Jardim Sulacap - RJ",,,
Rastrecall  Representações Comerciais  - Sider Shopping - KIOSQUE,5053441001732,Sider Shopping,NEOR-019,C,RJ,Volta Redonda,Vila Santa Cecília,"Rua Doze, 300 Quiosque M209 - Vila Santa Cecília / Volta Redonda - RJ CEP: 27260-315",,,
Rastrecall  Representações Comerciais  - Sta. Cruz  - KIOSQUE,5053441005991,Sta. Cruz ,NEOR-019,C,RJ,Rio de Janeiro,Santa Cruz ,Rua felipe cardoso N. 540 Q07 - CEP 23515-000 - Santa cruz - RJ ,,,
Voce Mobile Comercio E Repres Ltda - North Shopping Joquei - LOJA,14210326000310,North Shopping Joquei,NEOR-020,B,CE,Fortaleza,Joquei Clube ,"Av. Lineu Machado, 419  Complemento:  Loja 1031 E 1032 Piso L 1  Bairro:  Joquei Clube  Município:  Fortaleza  Cep:  60520-102 ",,,
Voce Mobile Comercio E Repres Ltda - Riverside Shopping - KIOSQUE,14210326000743,Riverside Shopping,NEOR-020,C,PI,Teresina,Joquei Clube ,"Av. Ininga, 1201 Quiosq Q 32 -Bairro Joquei Clube  -Municipio De Teresina- Cep 64048-110",,,
Voce Mobile Comercio E Repres Ltda - Shopping Benfica - KIOSQUE,14210326001120,Shopping Benfica,NEOR-020,C,CE,Fortaleza,Benfica,"RUA CARAPINIMA, N°2200. SHOPPING BENFICA, QUIOSQUE 002 A. ",,,
Voce Mobile Comercio E Repres Ltda - Shopping Parangaba - LOJA,14210326000824,Shopping Parangaba,NEOR-020,B,CE,Fortaleza,Parangaba ,"R Germano Frank, 300 Loja 327",,,
Voce Mobile Comercio E Repres Ltda - Shopping Riomar Kennedy - KIOSQUE,14210326001200,Shopping Riomar Kennedy,NEOR-020,C,CE,Fortaleza,Presidente Kennedy,"AV. SARMENTO HERMINIO SAMPAIO, 3100.  Piso L-2. Q -216",,,
Voce Mobile Comercio E Repres Ltda - Shopping Via Sul - LOJA ,14210326000662,Shopping Via Sul,NEOR-020,B,CE,Fortaleza,Sapiranga ,"Av Washington Soares, 4335- Quiosqqt-08 Cep:60833-005 Bairro Sapiranga Fortaleza Ce",,,
Voce Mobile Comercio E Repres Ltda - Teresina Shopping - LOJA,14210326000581,Teresina Shopping,NEOR-020,A,PI,Teresina,Noivos,"Av Raul Lopes, Nº 1000 - Loja 238 Teresina Shopping Bairro: Noivos Teresina-Pi Cep: 64046-902",,,
